date,startup,vertical,subvertical,city,investor,round,amount
11/21/2020,Caravan Craft,Indian Ethnic Crafts Etailer,,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,9.9
11/21/2020,Talkoot,Social platform for traders and investors,,Bangalore,Undisclosed investors,Seed Funding,0.825
11/23/2020,RentoMojo,"Online Furniture, Home Appliances Rental Platform",,Bangalore,"IDG Ventures India,\\xc2\\xa0 Accel Partners India",Private Equity,16.5
11/23/2020,Medikoe,Healthcare Services Discovery platform,,Bangalore,Anil Menon,Seed Funding,0.825
11/24/2020,Stylofie,Health and Beauty Services Marketplace,,Gurgaon,Swastika,Seed Funding,2.0625
11/24/2020,ServX,Automotive Services platform,,New Delhi,Manish Gupta,Seed Funding,0
11/24/2020,Naaptol,Online and TV Shopping Marketplace,,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,429
11/24/2020,Crayon Data,Big Data Analytics Platform,,Chennai/ Singapore,Ratan Tata,Private Equity,0
11/25/2020,EarlySalary.com,Mobile App based Loan disbursement platform,,Mumbai,Ashok Agarwal,Seed Funding,12.375
11/25/2020,Tooler,On Demand Laundry Services App,,New Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,0.9075
11/25/2020,S Chand,Education Content Provider,,New Delhi,IFC Everstone Group,Private Equity,222.75
11/26/2020,Stelae,Content Management Software Solutions,,Chennai,Earlsfield Capital,Private Equity,0
11/26/2020,GoQii,Fitness Tracking Management Solutions,,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,110.55
11/26/2020,Grofers,Hyper-local Grocery Delivery platform,,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,990
11/26/2020,Pluss,Hyperlocal healthcare product Delivery Service provider,,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,8.25
11/26/2020,KountMoney,Online Lending Marketplace,,Bangalore,"Tracxn, Ashish Goenka & Others",Seed Funding,0
11/27/2020,StayGlad,On Demand Beauty Services Platform,,Bangalore,"Bessemer Venture Partners, Anil Chopra",Private Equity,0
11/27/2020,Fastudent,Education Content etailer,,Noida,Ashish Gupta,Seed Funding,0
11/27/2020,LearnOn,Clud based Learning platform,,Chennai,JMR Infotech India Pvt Ltd,Seed Funding,0
11/27/2020,Talentrack,Talent Exchange & Talent Services Marketplace,,New Delhi,Unigrowth Inc,Seed Funding,0
11/28/2020,M-TAXI,Two-Wheeler Taxi Service,,Gurgaon,"Mandeep Singh, Jairaj Singh",Seed Funding,0
11/30/2020,Baxi,Two-Wheeler Taxi Service,,Gurgaon,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",Seed Funding,11.9625
11/30/2020,Superhero Brands,character merchandize sales platform,,Mumbai,DSG Consumer Partners,Seed Funding,4.455
11/30/2020,MoMagic,Mobile Application Developer,,New Delhi,FIH Mobile Ltd,Private Equity,0
11/30/2020,QikPod,Ecommerce Delivery locker services,,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,74.25
11/30/2020,Butterfly Interactive,extra curricular activities marketplace app,,New Delhi,Undisclosed investors,Seed Funding,0
11/30/2020,Bro4U,Hyperlocal Online Home services provider,,Bangalore,Sargod Ventures,Seed Funding,0
10/1/2020,Indifi,Easy Business Loans platform,,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,0
10/1/2020,Wydr,Performance based Wholesale Marketplace,,New Delhi,Sandeep Aggarwal,Seed Funding,0
10/1/2020,EasyFix,Professional Services Marketplace,,Gurgaon,Axilor Ventures,Seed Funding,0
10/1/2020,Muvizz,Movie-on-demand platform,,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,2.8875
10/1/2020,Abhibus,us ticketing and fleet management platform,,Hyderabad,Paytm (One97 communications),Private Equity,0
10/1/2020,Cleartax,Online Income Tax Filing platform,,New Delhi,Paytm (One97 communications),Private Equity,0
10/2/2020,Shopalyst,Product discovery & recommendation platform,,Bangalore,Kalaari Capital,Private Equity,16.5
10/3/2020,Chillr,Mobile Payments App,,Mumbai,Sequoia Capital,Private Equity,49.5
10/5/2020,Nykaa,Beauty & Wellness Products e-tailer,,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,78.375
10/5/2020,Voylla,Fashion jewelry and accessories e-tailer,,Jaipur,Peepul Capital,Private Equity,123.75
10/5/2020,IndiaLends,Online Consumer Lending platform,,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,8.25
10/5/2020,Rock N Shop,Premium Apparel shopping portal,,New Delhi,High Networth Individuals (undisclosed),Seed Funding,1.2375
10/6/2020,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,5.775
10/6/2020,WorkIndia,Job Board,,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,4.125
10/6/2020,SportzVillage,Sports Management & Physical Education Business,,Bangalore,Gaja Capital Private Equity Fund,Private Equity,82.5
10/6/2020,SportyBeans,multi-sport program for preschoolers,,Pune,YouWeCan Ventures,Seed Funding,0
10/6/2020,Burger Singh,QSR & Online delivery portal,,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,4.125
10/6/2020,Welcome Cure,Online Homeopathy Clinic,,Mumbai,Unnamed Media house and HNIs,Private Equity,49.5
10/7/2020,SchoolGuru,E-Learning Service Provider,,Mumbai,High Networth Individuals from India & USA,Private Equity,24.75
10/7/2020,Naturally Yours,Organic Food etailer,,Mumbai,Sanjay Mehta,Seed Funding,0
10/7/2020,GoJavas,Delivery & Logistics Service provider,,Gurgaon,Snapdeal,Private Equity,165
10/7/2020,Scandid,Product Discovery & comparison App,,Pune,Micromax Informatics,Private Equity,0
10/7/2020,StalkBuyLove,Online Apparels Fashion brand,,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,0
10/8/2020,ZuperMeal,Home Cooked Food marketplace & Delivery,,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,16.5
10/8/2020,Cube26,Gesture based Mobile Development,,New Delhi,"Tiger Global Management, Flipkart",Private Equity,63.525
10/8/2020,Mobikon,Hotel Mobile CRM Software platform,,Pune / Singapore,"Life.SREDA, Qualgro",Private Equity,0
10/8/2020,Grabhouse,Rental Accommodation Search platform,,Bangalore,Sequoia and Kalaari Capital.,Private Equity,82.5
10/8/2020,Quifers,Logistics Tech Platform,,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,2.5575
10/9/2020,Stockroom.io,Developer Portfolio Showcase platform,,Hyderabad,Undisclosed Investors,Seed Funding,0.5775
10/9/2020,Curofy,Doctors Network Mobile App,,New Delhi,RoundGlass Partners,Private Equity,0
10/9/2020,Cloud Lending,End-to-End Lending platform,,Bangalore / San Mateo,SF Capital Group,Private Equity,66
10/9/2020,Inayo,on-demand healthcare marketplace,,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,2.475
10/9/2020,WoNoBo,360-degree view creating platform,,Bangalore,Quikr,Private Equity,0
10/9/2020,Kulzy,Advertising & Marketing Community Networking platform,,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,8.25
10/9/2020,Zeppery,Food Ordering & Delivery App,,New Delhi,Suyash Sharma,Seed Funding,0.63525
10/12/2020,Zify,Ride Sharing platform,,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,1.5675
10/12/2020,Faircent,Online P2P lending marketplace,,Gurgaon,Aarin Capital Partners,Private Equity,0
10/12/2020,Bizongo,B2B marketplace for industrial goods,,Mumbai,Accel Partners,Seed Funding,0
10/12/2020,Gridle,Cloud Based Collaboration platform,,Ahmedabad,LetsVenture,Seed Funding,0.825
10/12/2020,Tripoto,global community for travellers,,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,0
10/12/2020,Mubble,Prepaid Bill manager App,,Bangalore,Accel Partners,Private Equity,0
10/13/2020,Voodoo,Mobile Only Shopping Assistant,,New Delhi,SAIF Partners,Seed Funding,8.25
10/13/2020,Lookup,Mobile Messaging Assistant App,,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,20.625
10/14/2020,AskMyGift,Personalized Wish List creator app,,Noida,Turning Ideas,Seed Funding,0.4125
10/14/2020,Gaana.com,Music Streaming mobile app,,Mumbai,Micromax Informatics Ltd,Private Equity,0
10/14/2020,Zappfresh,Raw Meat & Ready to eat food etailer,,Gurgaon,Undisclosed Investors,Seed Funding,0.63525
10/14/2020,GymTrekker,Gym Discovery platform,,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,0
10/15/2020,Bounty App,Online Purchase rewards app,,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,0
10/16/2020,Homers.in,Home rental platform,,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,0
10/16/2020,mShipper,Crowdsourced Delivery platform,,New Delhi,Vijai Laxmi,Seed Funding,0
10/16/2020,BolRealty,Real Estate Insights platform,,New Delhi,Manpreet Singh,Seed Funding,0
10/17/2020,S-Cube Futuretech,Structural & Civil Engg Service Automation,,Mumbai,Parampara Capital,Private Equity,8.25
10/19/2020,LetsVenture,Startup Funding Marketplace,,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,0
10/19/2020,Citrus Payment,Payments Solution platform,,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,206.25
10/19/2020,Holidify,Travel Destination Discovery platform,,New Delhi,Aarti Group,Seed Funding,0.825
10/20/2020,PrimaSeller,Order Fulfillment SAAS platform,,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,0
10/20/2020,Opinio,Last Mile Delivery Service,,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,57.75
10/20/2020,Attune Technologies,Healthcare IT Solutions & services,,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,82.5
10/20/2020,iChef.in,Gourmet Meals Delivery,,Mumbai,Springboard Ventures,Private Equity,0
10/21/2020,Jiyo Natural,Healthy Meals Food delivery platform,,Bangalore,Indian Angel Network,Seed Funding,0
10/21/2020,AgentDesks,Real Estate Mobile CRM,,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,24.3375
10/21/2020,White Owl Brewery,Micro-Brewery,,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,12.6225
10/21/2020,MealHopper,Home Made Food Marketplace,,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,0.825
10/21/2020,Zenify.in,residential rental management platform,,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,5.28
10/21/2020,Stockal,Personalized Stock Intelligence Platform,,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,0
10/23/2020,Medd,Personal Diagnostic Mobile App,,Mumbai,Group of Angel investors,Seed Funding,1.2375
10/23/2020,Leaping Caravan,Online food ordering & Delivery service,,Gurgaon,Group of Angel investors,Seed Funding,1.2375
10/23/2020,Frsh,Online food ordering & Delivery service,,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,8.25
10/23/2020,Qik Stay,Hotel Aggregator & booking platform,,New Delhi,ID Enablers Pvt Ltd,Seed Funding,2.0625
10/26/2020,Parcelled,Online Logistics Platform,,Bangalore,Delhivery,Private Equity,41.25
10/26/2020,AlmaMapper,Online Student & Campus Social Networking platform,,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,3.3
10/26/2020,Flexing It,Professionals & Project Search Marketplace,,New Delhi,undisclosed private investors,Seed Funding,4.125
10/26/2020,Netmeds.com,Online Pharmacy,,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,412.5
10/26/2020,Razorpay,Online Payment Gateway,,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,74.25
10/27/2020,Jombay,Psychometric Test Online Software,,Pune,Ventureworks India,Private Equity,0
10/27/2020,Happitoo,Location based Nightlife recommendation\\xc2\\xa0 Platform,,Mumbai,Unnamed investor,Seed Funding,0.63525
10/27/2020,Care24,Professional Health Services Platform,,Mumbai,India Quotient,Seed Funding,2.8875
10/27/2020,Roadrunnr,Hyperlocal Logistics Service,,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,82.5
10/27/2020,Simpli5d,Online user engagement platform,,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity,0
10/28/2020,ORIGA Leasing,Asset Financing platform,,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,9.075
10/28/2020,Smartivity.in,Virtual Reality activity based learning platform,,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,1.65
10/28/2020,UrDoorStep,Online Grocery Store,,Bangalore,Jupiter Capital,Private Equity,0
10/29/2020,Tavaga,Investment management platform,,Mumbai,Tracxn Syndicate,Seed Funding,0
10/29/2020,Moglix,Industrial Toons Marketplace,,Noida,"Accel Partner, Jungle Ventures",Private Equity,0
10/29/2020,ZopHop,Public Commute helper App,,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,3.7125
10/30/2020,Niki.ai,Artificial Intelligence Ecommerce Chatbot,,Bangalore,Unilazer Ventures,Seed Funding,0
10/30/2020,Instavans,Truck Aggregator & Logistics service,,Bangalore,Suresh Vaswani,Seed Funding,0
10/30/2020,LiftO,Ridesharing Mobile app,,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,1.0725
10/30/2020,TinyOwl,Food Discovery & Delivery Mobile app,,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,61.875
10/30/2020,Toppr.com,Competitive exam learning platform,,Mumbai,InnoVen Capital,Private Equity,16.5
10/30/2020,Kleeto,Document Digitization platform,,Gurgaon,GREX,Seed Funding,1.8975
10/30/2020,BeaconsTalk,proximity marketing & Mobile Advertising platform,,Mumbai,Puneet Bhatia & others,Seed Funding,0.66
10/31/2020,Jugnoo,Autorickshaw Aggregator & Booking platform,,Chandigarh,Paytm,Private Equity,82.5
9/1/2020,TOFlo,FinTech Startup Incubation platform,,Mumbai,Tania Johny Palathinkal,Seed Funding,0.825
9/1/2020,FXMartIndia,Payment Services platform,,Chandigarh,Flipkart,Private Equity,0
9/1/2020,Stylecracker,Personalized Styling platform,,Mumbai,Group of HNI investors,Private Equity,8.25
9/1/2020,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,,Gurgaon,Reliance Capital,Private Equity,7.425
9/2/2020,HolaChef,Food Delivery Platform,,Mumbai,Ratan Tata,Private Equity,0
9/2/2020,Zivame,Online Lingerie Marketplace,,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,330
9/2/2020,Capillary Tech,Cloud software solutions,,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,371.25
9/3/2020,Jobspire,Job Search Platform,,Bangalore,Purvi Capital,Seed Funding,2.145
9/3/2020,MeraDoctor,Doctor consultancy Mobile App,,Mumbai,India Quotient & other investors,Seed Funding,0
9/3/2020,Vistaar Finance,Small Business Financing (NBFC),,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,330
9/3/2020,HiJinny,Beauty & Wellness Services Marketplace,,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,0
9/4/2020,Clapsnslaps,Online Movie Review Platform,,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,1.2375
9/4/2020,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,,Mumbai,Ashish Jhalani,Seed Funding,0.825
9/4/2020,RoomCentral,Cloud-based Hotel Booking Platform,,Bangalore,Karanpal Singh,Seed Funding,16.5
9/7/2020,YouthKiAwaaz,Community Driven News/Views Platform,,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,4.95
9/7/2020,Prozo,Study Material Marketplace,,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,1.69125
9/7/2020,Zomato,Restaurant Ratings & Reviews platform,,Gurgaon,"Temasek, Vy Capital",Private Equity,495
9/7/2020,Sahayog Dairy,Dairy Based Product Manufacturer,,Bhopal,Acumen Fund,Private Equity,14.85
9/8/2020,MockBank,Government Test Preparation platform,,Bangalore,Blume Ventures,Seed Funding,3.3
9/8/2020,ReportBee,Smart Report Cards for Schools,,Chennai,India Educational Investment Fund,Seed Funding,0
9/8/2020,GuruG Learning,Teacher empowerment platform,,Bangalore,India Educational Investment Fund,Seed Funding,0
9/10/2020,OnlineTyari,Multilingual Test Preparation Platform,,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,6.3525
9/10/2020,IndustryBuying,Industrial Tools Marketplace,,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,75.9
9/10/2020,The/Nudge Foundation,Non Profit Organization to alleviate poverty,,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,2.59875
9/11/2020,FitMeIn,Gym & Fitness Studios Subscription platform,,New Delhi,Green House Ventures,Seed Funding,0.825
9/11/2020,Envoged,pre-used luxury item Marketplace,,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,0
9/11/2020,Renomania,Home Design & D\\xc3\\xa9cor platform,,New Delhi,Subodh Gupta,Seed Funding,0
9/12/2020,CredR,Used Vehicles Marketplace,,Mumbai,Eight Road Ventures,Private Equity,123.75
9/12/2020,YatraGenie,Online Bus & Cab ticketing platform,,Hyderabad,Ash Bhardwaj,Private Equity,0
9/14/2020,CanvasFlip,Mobile App testing platform,,Hyderabad,Bessemer Venture Partners,Seed Funding,9.9
9/14/2020,Shadowfax,Hyperlocal Delivery Services,,Gurgaon,Eight Roads Ventures,Private Equity,74.25
9/14/2020,UE Life Sciences,Early Cancer Detection Solutions,,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,24.75
9/14/2020,Ola Cabs,Cab rental Mobile app,,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,1856.25
9/15/2020,Coverfox,Online Insurance Distribution Platform,,Mumbai,Cataraman Ventures,Private Equity,16.5
9/15/2020,MoEngage,Mobile Marketing Automation Platform,,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,35.0625
9/15/2020,Mubble,Prepaid Mobile Bill Manager App,,Bangalore,Nandan Nilekani,Seed Funding,0
9/15/2020,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,8.25
9/15/2020,Room on Call,Branded Budget Hotel Marketplace,,Noida,Payal Syal,Seed Funding,2.475
9/15/2020,FYNE,Home Fitting & Fixtures Marketplace,,Bangalore,Sandeep Dama & Others,Seed Funding,0
9/16/2020,ChaiPoint,Food Subscription platform,,Bangalore,Eight Roads Ventures,Private Equity,82.5
9/16/2020,WedmeGood.com,Wedding Planning Platform,,Gurgaon,Indian Angel Network,Seed Funding,3.3825
9/16/2020,XSTOK,B2B Mobile Auction Marketplace,,Mumbai,Oliphans Capital,Seed Funding,3.7125
9/17/2020,UniLog,ECommerce Data Analytics Platform,,Bangalore,Kalaari Capital,Private Equity,0
9/17/2020,Paintcollar,Designer Merchandize Marketplace,,Mumbai,Applyifi,Seed Funding,0
9/17/2020,YepMe,Private label Fashion eTailer,,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,618.75
9/17/2020,Bueno,Online Food ordering & delivery,,Gurgaon,High Networth Individuals (No details),Seed Funding,4.95
9/18/2020,Plabro,Real Estate Broker Platform App,,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,2.8875
9/18/2020,CureJoy,Online Health & Wellness platform,,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,9.4875
9/18/2020,Briston Technomach,Internet of Things platform,,New Delhi,Undisclosed,Seed Funding,1.2375
